study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	Myeloid_lineage	20	Plasmacytoid DC	6	361	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	21	Classical Monocyte	1	322	0.908155901686196	1.0	1.0	0.0	3.5081559016861963
vaccination_study_09	Myeloid_lineage	21	Intermediate Monocyte	2	322	0.8689268362389254	0.17391304347826086	0.0	0.0	1.1471877058041429
vaccination_study_09	Myeloid_lineage	21	Non-Classical Monocyte	3	322	0.8619873535295799	0.024844720496894408	0.021739130434782608	0.0	0.9234780367593936
vaccination_study_09	Myeloid_lineage	21	Conventional DC 1	4	322	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	21	Conventional DC 2	5	322	0.47718991140325806	0.003105590062111801	0.0	0.0	0.48215885550263693
vaccination_study_09	Myeloid_lineage	21	Plasmacytoid DC	6	322	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	22	Non-Classical Monocyte	1	318	0.9851243212346384	0.9528301886792453	0.9433962264150944	0.0	3.453048849536525
vaccination_study_09	Myeloid_lineage	22	Classical Monocyte	2	318	0.7887503572449271	0.22641509433962265	0.9874213836477987	0.0	2.138435891836122
vaccination_study_09	Myeloid_lineage	22	Intermediate Monocyte	3	318	0.9803050871677622	0.07861635220125786	0.018867924528301886	0.0	1.1249591752180768
vaccination_study_09	Myeloid_lineage	22	Conventional DC 1	4	318	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	22	Conventional DC 2	5	318	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	22	Plasmacytoid DC	6	318	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	23	Classical Monocyte	1	203	0.8705487282080594	1.0	1.0	0.0	3.4705487282080596
vaccination_study_09	Myeloid_lineage	23	Intermediate Monocyte	2	203	0.8187482137753644	0.11822660098522167	0.0	0.0	1.0079107753517191
vaccination_study_09	Myeloid_lineage	23	Non-Classical Monocyte	3	203	0.8195448699628465	0.0049261083743842365	0.0	0.0	0.8274266433618612
vaccination_study_09	Myeloid_lineage	23	Conventional DC 1	4	203	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	23	Conventional DC 2	5	203	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	23	Plasmacytoid DC	6	203	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	24	Classical Monocyte	1	102	0.8371427550728779	0.8921568627450981	0.9901960784313726	0.0	3.2547898138964078
vaccination_study_09	Myeloid_lineage	24	Non-Classical Monocyte	2	102	0.8123821091740497	0.13725490196078433	0.13725490196078433	0.0	1.169244854272089
vaccination_study_09	Myeloid_lineage	24	Intermediate Monocyte	3	102	0.8457987996570449	0.06862745098039216	0.0	0.0	0.9556027212256724
vaccination_study_09	Myeloid_lineage	24	Conventional DC 1	4	102	0.49054372677907976	0.0196078431372549	0.0	0.0	0.5219162757986876
vaccination_study_09	Myeloid_lineage	24	Conventional DC 2	5	102	0.47718991140325806	0.00980392156862745	0.0	0.0	0.492876185913062
vaccination_study_09	Myeloid_lineage	24	Plasmacytoid DC	6	102	0.4380251500428694	0.029411764705882353	0.0	0.0	0.48508397357228117
vaccination_study_09	Myeloid_lineage	25	Conventional DC 1	1	51	0.999821377536439	0.9607843137254902	0.9607843137254902	0.0	3.4978605932227134
vaccination_study_09	Myeloid_lineage	25	Conventional DC 2	2	51	0.47718991140325806	1.0	0.0	0.0	2.0771899114032584
vaccination_study_09	Myeloid_lineage	25	Intermediate Monocyte	3	51	0.8441483280937411	0.0196078431372549	0.0	0.0	0.8755208771133489
vaccination_study_09	Myeloid_lineage	25	Classical Monocyte	4	51	0.7665761646184625	0.0	0.0	0.0	0.7665761646184625
vaccination_study_09	Myeloid_lineage	25	Non-Classical Monocyte	5	51	0.6214132609316948	0.0	0.0	0.0	0.6214132609316948
vaccination_study_09	Myeloid_lineage	25	Plasmacytoid DC	6	51	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	3	Classical Monocyte	1	2116	0.8537653615318663	0.9985822306238186	0.9995274102079396	0.0	3.4510243407379155
vaccination_study_09	Myeloid_lineage	3	Intermediate Monocyte	2	2116	0.7975457273506716	0.1271266540642722	0.0	0.0	1.0009483738535072
vaccination_study_09	Myeloid_lineage	3	Non-Classical Monocyte	3	2116	0.7954808516719063	0.007561436672967864	0.005198487712665407	0.0	0.8127776380613203
vaccination_study_09	Myeloid_lineage	3	Conventional DC 1	4	2116	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	3	Conventional DC 2	5	2116	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	3	Plasmacytoid DC	6	2116	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	4	Classical Monocyte	1	2047	0.9302586453272363	0.9990229604298974	0.9990229604298974	0.0	3.5277183424449694
vaccination_study_09	Myeloid_lineage	4	Intermediate Monocyte	2	2047	0.8996927693626751	0.19491939423546653	0.0004885197850512946	0.0	1.2120523199244728
vaccination_study_09	Myeloid_lineage	4	Non-Classical Monocyte	3	2047	0.882684338382395	0.051783097215437224	0.04934049829018075	0.0	1.0148777922172754
vaccination_study_09	Myeloid_lineage	4	Conventional DC 1	4	2047	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	4	Conventional DC 2	5	2047	0.47718991140325806	0.0004885197850512946	0.0004885197850512946	0.0	0.4784600628443914
vaccination_study_09	Myeloid_lineage	4	Plasmacytoid DC	6	2047	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	5	Classical Monocyte	1	1894	0.9456594741354674	0.9989440337909187	0.9994720168954594	0.0	3.5434419450963968
vaccination_study_09	Myeloid_lineage	5	Intermediate Monocyte	2	1894	0.9119748499571305	0.19271383315733898	0.0	0.0	1.220316983008873
vaccination_study_09	Myeloid_lineage	5	Non-Classical Monocyte	3	1894	0.8892219205487282	0.006863780359028511	0.006335797254487857	0.0	0.9065397663776616
vaccination_study_09	Myeloid_lineage	5	Conventional DC 1	4	1894	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	5	Conventional DC 2	5	1894	0.47718991140325806	0.0026399155227032735	0.0	0.0	0.4814137762395833
vaccination_study_09	Myeloid_lineage	5	Plasmacytoid DC	6	1894	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	6	Classical Monocyte	1	1693	0.8675764504144041	0.9964559952746603	0.9994093325457767	0.0	3.4613153753996375
vaccination_study_09	Myeloid_lineage	6	Intermediate Monocyte	2	1693	0.8754429837096314	0.33313644418192556	0.0	0.0	1.4084612944007122
vaccination_study_09	Myeloid_lineage	6	Non-Classical Monocyte	3	1693	0.863925407259217	0.026580035440047254	0.016538688718251624	0.0	0.9229921526815442
vaccination_study_09	Myeloid_lineage	6	Conventional DC 1	4	1693	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	6	Conventional DC 2	5	1693	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	6	Plasmacytoid DC	6	1693	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	7	Conventional DC 2	1	1645	0.9941126036010288	0.9501519756838905	0.7835866261398177	0.0	3.297942390835072
vaccination_study_09	Myeloid_lineage	7	Classical Monocyte	2	1645	0.8208202343526722	0.2486322188449848	0.2480243161094225	0.0	1.4666561006140704
vaccination_study_09	Myeloid_lineage	7	Intermediate Monocyte	3	1645	0.9473849671334668	0.23161094224924011	0.0	0.0	1.317962474732251
vaccination_study_09	Myeloid_lineage	7	Non-Classical Monocyte	4	1645	0.8765968848242355	0.007902735562310031	0.00425531914893617	0.0	0.8934965808728677
vaccination_study_09	Myeloid_lineage	7	Conventional DC 1	5	1645	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	7	Plasmacytoid DC	6	1645	0.4380251500428694	0.0024316109422492403	0.0006079027355623101	0.0	0.4425236302860305
vaccination_study_09	Myeloid_lineage	8	Classical Monocyte	1	1610	0.9218598170905973	0.9670807453416149	0.9993788819875776	0.0	3.468567891624759
vaccination_study_09	Myeloid_lineage	8	Intermediate Monocyte	2	1610	0.9510788796799086	0.40869565217391307	0.0055900621118012426	0.0	1.6105819852699708
vaccination_study_09	Myeloid_lineage	8	Non-Classical Monocyte	3	1610	0.9156330380108603	0.2267080745341615	0.2248447204968944	0.0	1.503210677762413
vaccination_study_09	Myeloid_lineage	8	Conventional DC 1	4	1610	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	8	Conventional DC 2	5	1610	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	8	Plasmacytoid DC	6	1610	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	9	Classical Monocyte	1	1391	0.9235710202915118	1.0	0.9992810927390366	0.0	3.522852113030549
vaccination_study_09	Myeloid_lineage	9	Intermediate Monocyte	2	1391	0.8843169476993427	0.16606757728253055	0.0	0.0	1.1500250713513915
vaccination_study_09	Myeloid_lineage	9	Non-Classical Monocyte	3	1391	0.8503929694198342	0.006470165348670022	0.005751258087706686	0.0	0.8664964920654129
vaccination_study_09	Myeloid_lineage	9	Conventional DC 1	4	1391	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	9	Conventional DC 2	5	1391	0.47718991140325806	0.0014378145219266715	0.0	0.0	0.47949041463834075
vaccination_study_09	Myeloid_lineage	9	Plasmacytoid DC	6	1391	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
