study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_09	B	B_lineage:16	281	Memory B Cell	True	Memory B Cell	2.187827471005224	0.9759076720009915	1.2119197990042325	0.9804872820805944	0.5800711743772242	0.44280630401626836	3.099644128113879	1.0	cluster_consensus_marker_source_support	B Cell:174; Memory B Cell:89; Naive B Cell:7; Blood Cell:6	B Cell:164; Memory B Cell:107; Naive B Cell:4; Treg:3	Blood Cell:274; RBC:3; Treg:3; CD4 Naive / T Central Memory:1	Memory B Cell:153; Naive B Cell:102; Blood Cell:22; B Cell:4	B Cell:255; Blood Cell:26	Memory B Cell:253; Naive B Cell:28	Memory B Cell:269; Naive B Cell:11; not_available:1	884.0	1293.8358940532605	2.1947934633268704
vaccination_study_09	B	B_lineage:17	252	Naive B Cell	True	Naive B Cell	2.0744826890935473	0.4177532858432503	1.656729403250297	0.94985352957988	0.2777777777777778	0.5249433106575964	3.6746031746031744	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:135; B Cell:90; Memory B Cell:16; Blood Cell:4	Naive B Cell:149; Memory B Cell:67; Treg:23; B Cell:11	Blood Cell:223; Treg:23; RBC:5; HSC:1	Naive B Cell:190; Blood Cell:41; Memory B Cell:18; B Cell:3	B Cell:208; Blood Cell:44	Naive B Cell:235; Memory B Cell:17	Naive B Cell:217; Memory B Cell:26; not_available:8; Plasma Cell:1	668.5	1213.9878343732378	2.2272000684091555
vaccination_study_09	B	B_lineage:18	246	Naive B Cell	True	Naive B Cell	2.0623766592180477	0.47214653207702617	1.5902301271410215	0.9526471849099742	0.3008130081300813	0.5075493612078978	3.5528455284552845	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:128; B Cell:85; Memory B Cell:28; CD4 Naive / T Central Memory:4	Naive B Cell:143; Memory B Cell:80; Treg:12; B Cell:10	Blood Cell:234; Treg:11; RBC:1	Naive B Cell:167; Blood Cell:40; Memory B Cell:36; B Cell:2	B Cell:204; Blood Cell:42	Naive B Cell:225; Memory B Cell:21	Naive B Cell:211; Memory B Cell:32; not_available:3	701.0	1221.109838527178	2.204109588645519
vaccination_study_09	B	B_lineage:19	239	Naive B Cell	True	Naive B Cell	1.9805209169146951	0.9929721475369873	0.9875487693777079	0.9453486710488711	0.2594142259414226	0.4853556485355648	3.397489539748954	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:108; B Cell:92; Memory B Cell:32; CD4 Naive / T Central Memory:5	Naive B Cell:127; Memory B Cell:85; Treg:17; B Cell:6	Blood Cell:219; Treg:17; RBC:3	Naive B Cell:177; Blood Cell:34; Memory B Cell:26; Plasma Cell:1	B Cell:204; Blood Cell:35	Naive B Cell:207; Memory B Cell:32	Naive B Cell:193; Memory B Cell:43; not_available:3	690.0	1211.6641181717946	2.2285406271628405
vaccination_study_09	T/NK	T_NK_lineage:26	227	NK Cell	True	NK Cell	1.7296634276160174	0.9277353000794438	0.8019281275365736	0.92017004858531	0.17180616740088106	0.4021397105097545	2.814977973568282	1.0	cluster_consensus_marker_source_support	NK Cell:130; Treg:39; CD8 Cytotoxic / T Effector Memory:20; CD4 Naive / T Central Memory:11	NK Cell:121; CD4 T Cell (ab):45; CD4 Naive / T Central Memory:21; CD8 T Cell (ab):13	NK Cell:121; CD4 T Cell (ab):45; Blood Cell:37; CD8 T Cell (ab):13	Lymphoid Cell:135; Blood Cell:47; NK Cell:22; CD8 Cytotoxic / T Effector Memory:16	Lymphoid Cell:133; Blood Cell:46; T Cell:24; NK Cell:23	NK Cell:222; CD8 Cytotoxic / T Effector Memory:3; MAIT Cell:2	not_available:199; CD4 Naive / T Central Memory:22; Treg:5; CD4 T Effector Memory:1	1628.0	1642.9189293646857	1.6213029551962164
vaccination_study_09	B	B_lineage:20	194	Memory B Cell	True	Memory B Cell	1.6782998466635322	1.5325012216829468	0.14579862498058538	0.9546156044584166	0.34536082474226804	0.2857142857142857	2.0	1.0	cluster_consensus_marker_source_support	B Cell:82; Memory B Cell:60; Naive B Cell:49; CD4 Naive / T Central Memory:2	Memory B Cell:98; Naive B Cell:58; Treg:19; B Cell:17	Blood Cell:175; Treg:14; RBC:4; HSC:1	Naive B Cell:127; Memory B Cell:43; Blood Cell:22; B Cell:2	B Cell:170; Blood Cell:24	Naive B Cell:104; Memory B Cell:90	Memory B Cell:97; Naive B Cell:93; not_available:4	754.5	1235.3589567131112	2.2092049745626285
vaccination_study_09	T/NK	T_NK_lineage:27	192	NK Cell	True	NK Cell	2.054623544652214	0.8914113045904272	1.1632122400617866	0.9531366104601315	0.23958333333333334	0.5290178571428571	3.703125	1.0	cluster_consensus_marker_source_support	NK Cell:167; CD4 Naive / T Central Memory:21; CD8 Cytotoxic / T Effector Memory:2; CD8 Naive / T Central Memory:1	NK Cell:80; RBC:49; CD8 Cytotoxic / T Effector Memory:29; Treg:19	Blood Cell:94; RBC:60; Treg:19; CD4 T Effector Memory:16	NK Cell:153; CD4 Naive / T Central Memory:19; CD8 Cytotoxic / T Effector Memory:12; Blood Cell:7	NK Cell:153; T Cell:35; Blood Cell:4	NK Cell:158; CD4 Naive / T Central Memory:18; CD8 Cytotoxic / T Effector Memory:9; CD8 Naive / T Central Memory:3	not_available:178; CD4 Naive / T Central Memory:12; CD4 T Effector Memory:1; Treg:1	830.0	1303.9808766900142	1.9400988763409632
vaccination_study_09	Artifact/Other	leiden:6	192	Blood Cell	False	RBC	1.367035717688047	0.7594306111269886	0.6076051065610584	0.9064947127750786	0.20833333333333334	0.20238095238095233	1.4166666666666667	1.0	cluster_parent_insufficient_consensus	NK Cell:119; CD4 Naive / T Central Memory:28; Blood Cell:17; Plasma Cell:13	RBC:133; CD8 Cytotoxic / T Effector Memory:29; NK Cell:15; CD4 Naive / T Central Memory:11	RBC:139; Blood Cell:51; Lymphoid Cell:2	Blood Cell:191; NK Cell:1	Blood Cell:182; T Cell:9; NK Cell:1	NK Cell:191; CD4 Naive / T Central Memory:1	not_available:192	624.0	1164.9196178964944	2.5169138147531602
vaccination_study_09	B	B_lineage:21	177	Memory B Cell	True	Memory B Cell	1.8603845189482247	1.4977954672163913	0.3625890517318333	0.9658473849671335	0.5028248587570622	0.30992736077481836	2.169491525423729	1.0	cluster_consensus_marker_source_support	Memory B Cell:69; B Cell:57; Naive B Cell:46; Blood Cell:2	Memory B Cell:80; Naive B Cell:50; Treg:33; B Cell:12	Blood Cell:141; Treg:30; RBC:6	Naive B Cell:72; Memory B Cell:64; Blood Cell:36; B Cell:4	B Cell:137; Blood Cell:40	Naive B Cell:91; Memory B Cell:86	Memory B Cell:85; Naive B Cell:79; not_available:13	708.0	1221.689049529386	2.1506914566826967
vaccination_study_09	Artifact/Other	leiden:4	175	Blood Cell	False	RBC	1.0439923024654274	1.011361801622621	0.0326305008428065	0.7043905401543298	0.17714285714285713	0.14122448979591834	0.9885714285714285	1.0	cluster_parent_insufficient_consensus	Naive B Cell:84; B Cell:28; CD4 Naive / T Central Memory:25; Blood Cell:22	RBC:78; Treg:75; Memory B Cell:8; CD4 Naive / T Central Memory:7	RBC:89; Treg:61; Blood Cell:21; HSC:3	Blood Cell:175	Blood Cell:170; RBC:5	Naive B Cell:175	not_available:90; Naive B Cell:72; Memory B Cell:7; Plasma Cell:3	647.0	1216.283214391284	2.24114990881127
vaccination_study_09	B	B_lineage:22	172	Naive B Cell	True	Naive B Cell	2.2003964148750614	0.4810525396909796	1.719343875184082	0.9631573306659046	0.436046511627907	0.5182724252491694	3.627906976744186	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:92; B Cell:60; Memory B Cell:15; Blood Cell:3	Naive B Cell:119; Memory B Cell:30; B Cell:17; Treg:4	Blood Cell:166; RBC:3; Treg:3	Naive B Cell:125; Memory B Cell:39; Blood Cell:8	B Cell:164; Blood Cell:8	Naive B Cell:150; Memory B Cell:22	Naive B Cell:138; Memory B Cell:32; not_available:2	864.5	1303.9355704873383	2.1478355434764564
vaccination_study_09	B	B_lineage:23	159	Plasma Cell	True	Plasma Cell	2.5717291944791314	1.6489978377855103	0.922731356693621	0.9994355530151472	0.4088050314465409	0.7079964061096138	4.955974842767295	0.6666666666666666	cluster_consensus_marker_source_support	Plasma Cell:153; Plasmablast:3; B Cell:3	Plasmablast:159	Plasma Cell:159	Plasma Cell:158; Blood Cell:1	B Cell:158; Blood Cell:1	Plasma Cell:159	Plasma Cell:159	1749.0	1496.3195411139293	1.885983109473459
vaccination_study_09	Artifact/Other	leiden:20	148	Platelet	True	Platelet	2.6903574807915334	0.20222937800209873	2.4881281027894344	0.9994748499571307	0.9662162162162162	0.5357142857142857	3.75	1.0	cluster_consensus_marker_source_support	Platelet:81; Classical Monocyte:52; CD4 Naive / T Central Memory:10; NK Cell:2	Platelet:84; RBC:55; CD8 Cytotoxic / T Effector Memory:3; CD8 Naive / T Central Memory:2	Platelet:84; RBC:55; Blood Cell:5; Classical Monocyte:2	Platelet:82; Blood Cell:36; Classical Monocyte:29; CD4 Naive / T Central Memory:1	Platelet:82; Blood Cell:35; Monocyte:29; T Cell:2	Platelet:142; Blood Cell:6	not_available:142; CD4 Naive / T Central Memory:3; CD4 T Effector Memory:3	749.5	1245.4398076672005	1.956850497743503
vaccination_study_09	B	B_lineage:24	145	Naive B Cell	True	Naive B Cell	1.9908469590889444	0.5963023284626008	1.3945446306263436	0.9558945412975136	0.2689655172413793	0.48177339901477834	3.372413793103448	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:78; B Cell:42; Memory B Cell:21; CD4 Naive / T Central Memory:2	Naive B Cell:86; Memory B Cell:40; B Cell:11; Treg:5	Blood Cell:137; Treg:6; CD4 Naive / T Central Memory:1; CD4 T Effector Memory:1	Naive B Cell:99; Memory B Cell:28; Blood Cell:18	B Cell:127; Blood Cell:18	Naive B Cell:117; Memory B Cell:28	Naive B Cell:109; Memory B Cell:35; not_available:1	826.0	1292.5191583104465	2.0690852931109363
vaccination_study_09	Artifact/Other	leiden:22	143	HSC	True	HSC	2.1193498399285766	0.7824776009928912	1.3368722389356855	0.9992997999428408	0.5664335664335665	0.40359640359640353	2.825174825174825	1.0	cluster_consensus_marker_source_support	Blood Cell:79; HSC:45; T Cell:7; CD4 Naive / T Central Memory:3	HSC:140; Memory B Cell:2; CD4 Naive / T Central Memory:1	HSC:140; Blood Cell:3	Blood Cell:124; HSC:18; Lymphoid Cell:1	Blood Cell:81; HSC:61; Lymphoid Cell:1	Blood Cell:143	not_available:135; Naive B Cell:4; CD4 Naive / T Central Memory:2; CD4 T Effector Memory:1	1578.0	1375.9582603975553	1.9132088120761261
vaccination_study_09	B	B_lineage:25	132	Naive B Cell	True	Naive B Cell	2.193075753554819	0.36334692565222715	1.8297288279025916	0.9616426121749071	0.3409090909090909	0.5551948051948051	3.8863636363636362	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:75; B Cell:47; Memory B Cell:8; CD4 Naive / T Central Memory:1	Naive B Cell:95; Memory B Cell:24; B Cell:8; Treg:4	Blood Cell:128; Treg:4	Naive B Cell:104; Blood Cell:16; Memory B Cell:12	B Cell:116; Blood Cell:16	Naive B Cell:126; Memory B Cell:6	Naive B Cell:113; Memory B Cell:18; not_available:1	733.5	1244.905144420164	2.1848602501585974
vaccination_study_09	Artifact/Other	leiden:7	102	Blood Cell	False	RBC	1.0905238071221628	0.6317323191780285	0.45879148794413427	0.6483566733352386	0.08823529411764706	0.22969187675070019	1.607843137254902	1.0	cluster_parent_insufficient_consensus	NK Cell:51; CD4 Naive / T Central Memory:24; Plasma Cell:9; Blood Cell:7	RBC:75; Treg:13; CD4 Naive / T Central Memory:6; CD8 Cytotoxic / T Effector Memory:4	RBC:88; Blood Cell:14	Blood Cell:102	Blood Cell:98; T Cell:3; RBC:1	CD8 Cytotoxic / T Effector Memory:101; CD4 Naive / T Central Memory:1	not_available:101; CD4 T Effector Memory:1	509.5	1031.7518953266133	3.2542493050931176
vaccination_study_09	T/NK	T_NK_lineage:28	98	Treg	True	Treg	1.235522294166513	0.735653877471864	0.499868416694649	0.6991711917690768	0.02040816326530612	0.31049562682215737	2.173469387755102	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:78; NK Cell:6; CD8 Cytotoxic / T Effector Memory:4; MAIT Cell:4	Treg:77; CD4 Naive / T Central Memory:10; CD4 T Effector Memory:3; CD8 Naive / T Central Memory:3	Treg:76; Blood Cell:12; CD4 T Effector Memory:3; CD4 Naive / T Central Memory:3	Blood Cell:77; CD4 Naive / T Central Memory:5; CD8 Cytotoxic / T Effector Memory:5; NK Cell:3	Blood Cell:76; T Cell:19; NK Cell:3	Naive B Cell:78; Memory B Cell:5; CD4 Naive / T Central Memory:5; NK Cell:3	Treg:55; not_available:33; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:4	660.0	1211.4194490008736	2.248277712234664
vaccination_study_09	Myeloid/DC	Myeloid_lineage:20	98	Conventional DC 2	True	Conventional DC 2	1.2378417469547733	0.8434986599669876	0.39434308698778575	0.9704558445270077	0.2755102040816326	0.07580174927113702	0.5306122448979592	1.0	cluster_consensus_marker_source_support	Conventional DC 1:48; Classical Monocyte:32; Non-Classical Monocyte:12; Blood Cell:2	Conventional DC 1:50; RBC:35; Non-Classical Monocyte:6; Classical Monocyte:5	Conventional DC 1:50; RBC:35; Non-Classical Monocyte:6; Classical Monocyte:5	Conventional DC 1:48; Classical Monocyte:38; Non-Classical Monocyte:8; Blood Cell:4	DC:50; Monocyte:46; Blood Cell:2	Conventional DC 2:51; Classical Monocyte:32; Non-Classical Monocyte:8; Blood Cell:7	not_available:98	1730.0	1504.653233327761	1.7517949727417927
vaccination_study_09	B	B_lineage:26	94	Naive B Cell	True	Naive B Cell	2.10491508537828	0.45724407255742194	1.647671012820858	0.951425407259217	0.3191489361702128	0.5227963525835867	3.6595744680851063	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:49; B Cell:32; Memory B Cell:10; Blood Cell:3	Naive B Cell:56; Memory B Cell:28; B Cell:6; Treg:2	Blood Cell:90; Treg:3; RBC:1	Naive B Cell:72; Memory B Cell:11; Blood Cell:11	B Cell:83; Blood Cell:11	Naive B Cell:86; Memory B Cell:8	Naive B Cell:81; Memory B Cell:12; not_available:1	741.5	1234.9415059664095	2.157214734549603
vaccination_study_09	Artifact/Other	leiden:14	94	Blood Cell	False	RBC	1.2532109380361385	0.8041337912655896	0.4490771467705489	0.7673299514146898	0.031914893617021274	0.282674772036474	1.9787234042553192	1.0	cluster_parent_insufficient_consensus	Non-Classical Monocyte:52; Blood Cell:22; Classical Monocyte:15; Plasma Cell:2	RBC:93; CD4 Naive / T Central Memory:1	RBC:93; Blood Cell:1	Blood Cell:90; Non-Classical Monocyte:2; Classical Monocyte:2	Blood Cell:90; Monocyte:4	Non-Classical Monocyte:92; Blood Cell:2	not_available:93; CD4 Naive / T Central Memory:1	1011.5	1464.016127960606	2.043630842489744
vaccination_study_09	Artifact/Other	leiden:10	93	Blood Cell	False	RBC	0.8168191619593748	0.7017815574034978	0.11503760455587697	0.6986674764218348	0.11827956989247312	0.04915514592933948	0.34408602150537637	1.0	cluster_parent_insufficient_consensus	Blood Cell:39; CD4 Naive / T Central Memory:22; CD8 Cytotoxic / T Effector Memory:18; Plasma Cell:9	CD8 Naive / T Central Memory:43; CD8 Cytotoxic / T Effector Memory:14; RBC:14; T Cell:10	Blood Cell:75; RBC:18	Blood Cell:93	Blood Cell:91; T Cell:2	CD8 Cytotoxic / T Effector Memory:92; CD8 Naive / T Central Memory:1	not_available:92; CD4 Naive / T Central Memory:1	703.0	1140.9005242835924	2.495917998380346
vaccination_study_09	B	B_lineage:27	86	Naive B Cell	True	Naive B Cell	1.9221591895263859	1.1069444378507765	0.8152147516756094	0.9579915690197199	0.2558139534883721	0.45016611295681064	3.1511627906976742	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:37; B Cell:35; Memory B Cell:14	Naive B Cell:58; Memory B Cell:17; B Cell:10; Treg:1	Blood Cell:85; Treg:1	Naive B Cell:55; Memory B Cell:24; Blood Cell:7	B Cell:79; Blood Cell:7	Naive B Cell:67; Memory B Cell:19	Naive B Cell:54; Memory B Cell:32	883.5	1291.6703338328039	2.1644104078074053
vaccination_study_09	Myeloid/DC	Myeloid_lineage:19	73	Classical Monocyte	True	Classical Monocyte	1.7037758509700003	0.9169713851707142	0.7868044657992861	0.9191769076879108	0.3287671232876712	0.3228962818003913	2.26027397260274	1.0	cluster_consensus_marker_source_support	Classical Monocyte:70; Non-Classical Monocyte:3	RBC:72; Classical Monocyte:1	RBC:72; Classical Monocyte:1	Classical Monocyte:70; Non-Classical Monocyte:3	Monocyte:73	Blood Cell:47; Classical Monocyte:23; Non-Classical Monocyte:3	not_available:73	950.0	1426.1507690068702	2.011218304421594
vaccination_study_09	Artifact/Other	leiden:1	48	Blood Cell	False	HSC	1.1447655792811553	0.924855349827842	0.2199102294533133	0.8767897970848815	0.4375	0.002976190476190476	0.020833333333333332	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:28; Plasma Cell:8; Blood Cell:7; Memory B Cell:2	CD4 Naive / T Central Memory:17; RBC:15; Treg:14; CD4 T Effector Memory:1	Blood Cell:25; RBC:23	Blood Cell:48	Blood Cell:48	CD4 Naive / T Central Memory:48	not_available:33; CD4 Naive / T Central Memory:12; CD4 T Effector Memory:2; Treg:1	495.5	1060.2234254446016	2.964342959449856
vaccination_study_09	Artifact/Other	leiden:25	38	RBC	True	RBC	2.4783945923325033	0.0002347099171191769	2.478159882415384	0.9998035152900829	1.0	0.40977443609022557	2.8684210526315788	1.0	cluster_consensus_marker_source_support	Blood Cell:26; CD4 Naive / T Central Memory:7; NK Cell:3; CD8 Cytotoxic / T Effector Memory:2	RBC:38	RBC:38	Blood Cell:38	RBC:33; Blood Cell:5	Blood Cell:38	not_available:31; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:1	854.5	782.1666128786753	1.959243707021674
vaccination_study_09	Artifact/Other	leiden:13	34	Blood Cell	False	RBC	1.0621409058050197	0.9116659171528	0.15047498865221975	0.6147970848813946	0.14705882352941177	0.20588235294117646	1.4411764705882353	1.0	cluster_parent_insufficient_consensus	Memory B Cell:21; B Cell:5; CD4 Naive / T Central Memory:4; Blood Cell:2	RBC:24; Treg:9; Memory B Cell:1	RBC:25; Treg:8; Blood Cell:1	Blood Cell:34	Blood Cell:34	Memory B Cell:29; Naive B Cell:5	Memory B Cell:20; not_available:12; Naive B Cell:2	730.5	1225.5156797378702	2.3277964983970785
vaccination_study_09	Artifact/Other	leiden:11	33	Blood Cell	False	Platelet	1.294318192643786	0.9374902631425923	0.3568279295011936	0.92634681337525	0.5757575757575758	0.0	0.0	1.0	cluster_parent_insufficient_consensus	MAIT Cell:13; Blood Cell:9; CD4 Naive / T Central Memory:4; NK Cell:4	CD4 Naive / T Central Memory:21; CD8 Cytotoxic / T Effector Memory:5; CD4 T Effector Memory:3; CD8 Naive / T Central Memory:2	Blood Cell:31; RBC:2	Blood Cell:33	Blood Cell:33	MAIT Cell:33	not_available:33	684.0	1146.688262282423	2.396583767728284
vaccination_study_09	Artifact/Other	leiden:3	23	RBC	True	RBC	1.3189508315596825	0.9216227307180934	0.3973281008415891	0.9064947127750786	0.30434782608695654	0.13664596273291924	0.9565217391304348	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:15; Blood Cell:3; CD8 Naive / T Central Memory:3; Classical Monocyte:1	RBC:11; CD4 Naive / T Central Memory:8; CD8 Naive / T Central Memory:3; Treg:1	Blood Cell:12; RBC:11	Blood Cell:23	Blood Cell:23	CD8 Naive / T Central Memory:23	not_available:20; CD4 Naive / T Central Memory:3	559.0	1072.6989261783847	2.7215333392721375
vaccination_study_09	Artifact/Other	leiden:5	22	RBC	True	RBC	1.4031229168445158	0.7805056314791241	0.6226172853653917	0.8649417690768791	0.3181818181818182	0.1948051948051948	1.3636363636363635	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:16; Plasma Cell:3; NK Cell:2; Memory B Cell:1	RBC:14; Treg:6; T Cell:1; CD4 Naive / T Central Memory:1	RBC:16; Blood Cell:6	Blood Cell:22	Blood Cell:22	CD4 Naive / T Central Memory:21; Blood Cell:1	CD4 Naive / T Central Memory:10; not_available:9; Treg:1; Plasma Cell:1	471.5	987.4616039957722	3.609881222773769
vaccination_study_09	T/NK	T_NK_lineage:29	20	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.7156676397338018	0.8788758012493365	0.8367918384844653	0.7324878536724779	0.15	0.4928571428571429	3.45	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:15; CD8 Cytotoxic / T Effector Memory:2; MAIT Cell:1; CD4 T Effector Memory:1	CD4 Naive / T Central Memory:12; CD8 Naive / T Central Memory:4; Treg:2; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:15; Treg:2; CD4 Naive / T Central Memory:2; CD8 Naive / T Central Memory:1	CD4 Naive / T Central Memory:13; Blood Cell:2; CD4 T Effector Memory:2; CD8 Cytotoxic / T Effector Memory:2	T Cell:18; Blood Cell:2	CD4 Naive / T Central Memory:14; CD8 Cytotoxic / T Effector Memory:5; CD8 Naive / T Central Memory:1	CD4 Naive / T Central Memory:13; not_available:6; CD4 T Effector Memory:1	811.0	1149.6124301703962	1.9809602541642484
vaccination_study_09	T/NK	leiden:4	14	Treg	True	Treg	1.442519378714618	0.6944223896331897	0.7480969890814283	0.6991711917690768	0.07142857142857142	0.3979591836734694	2.7857142857142856	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:13; B Cell:1	Treg:12; Naive B Cell:2	Treg:14	Naive B Cell:7; Blood Cell:4; B Cell:3	B Cell:7; Blood Cell:6; T Cell:1	Naive B Cell:14	Treg:13; CD4 T Effector Memory:1	646.0	1209.858578865987	2.2571090828672045
vaccination_study_09	Artifact/Other	leiden:26	13	Blood Cell	False	RBC	1.0259737476013553	0.9383171565502232	0.0876565910511321	0.5367962274935696	0.0	0.28571428571428564	2.0	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:7; Naive B Cell:2; Plasma Cell:2; CD8 Cytotoxic / T Effector Memory:1	RBC:13	RBC:13	Blood Cell:13	Blood Cell:13	CD4 Naive / T Central Memory:9; Naive B Cell:4	not_available:8; Naive B Cell:2; CD4 Naive / T Central Memory:2; Plasma Cell:1	666.0	704.0613809805761	4.359361853205177
vaccination_study_09	Artifact/Other	leiden:16	12	Blood Cell	False	RBC	0.9050083612324609	0.677250047632657	0.22775831359980392	0.8045066447556445	0.0	0.09523809523809523	0.6666666666666666	1.0	cluster_parent_insufficient_consensus	Blood Cell:8; Classical Monocyte:3; DC:1	Conventional DC 2:8; RBC:4	Blood Cell:8; RBC:4	Blood Cell:12	Blood Cell:12	Conventional DC 2:12	not_available:12	1675.0	1605.6234565670625	1.7146009011207652
vaccination_study_09	Artifact/Other	leiden:17	12	Blood Cell	False	HSC	1.1051116815688835	1.018226193878523	0.08688548769036042	0.9514468419548442	0.0	0.13095238095238093	0.9166666666666666	1.0	cluster_parent_insufficient_consensus	Plasmacytoid DC:8; Plasma Cell:2; Myeloid Cell:1; Blood Cell:1	HSC:5; Blood Cell:4; RBC:3	HSC:5; Blood Cell:4; RBC:3	Blood Cell:12	Blood Cell:10; HSC:1; DC:1	Plasmacytoid DC:12	not_available:10; Plasma Cell:1; Memory B Cell:1	757.5	1249.5996626871372	2.4146836201043382
vaccination_study_09	T/NK	leiden:13	5	Treg	True	Treg	1.1935029906503898	0.7815657534805862	0.41193723716980357	0.421352529294084	0.0	0.42857142857142855	3.0	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:5	Treg:5	Treg:5	Memory B Cell:3; B Cell:1; Naive B Cell:1	B Cell:4; Blood Cell:1	Memory B Cell:5	Treg:5	830.0	1230.4121347970524	2.1847204289277453
vaccination_study_09	Artifact/Other	leiden:12	5	Blood Cell	False	HSC	1.17630215775936	1.0587285653043728	0.11757359245498722	0.9514468419548442	0.4	0.0	0.0	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:3; Blood Cell:2	CD4 Naive / T Central Memory:4; CD4 T Effector Memory:1	Blood Cell:5	Blood Cell:5	Blood Cell:5	CD4 Naive / T Central Memory:5	not_available:3; CD4 Naive / T Central Memory:2	1017.0	1304.617521086509	1.850536021417619
vaccination_study_09	B	leiden:13	3	Memory B Cell	True	Memory B Cell	1.9475044230324308	1.1846271383660638	0.762877284666367	0.9681266076021721	0.6666666666666666	0.2857142857142857	2.0	1.0	cluster_consensus_marker_source_support	B Cell:1; Classical Monocyte:1; Treg:1	CD8 Naive / T Central Memory:1; Memory B Cell:1; B Cell:1	Blood Cell:2; CD8 Naive / T Central Memory:1	Blood Cell:2; Memory B Cell:1	Blood Cell:2; B Cell:1	Memory B Cell:2; Naive B Cell:1	Memory B Cell:2; not_available:1	970.0	1354.136297294301	2.0170439257602495
vaccination_study_09	T/NK	leiden:5	3	Treg	True	Treg	1.2625874059255024	0.7492854420991031	0.5133019638263994	0.6991711917690768	0.0	0.3333333333333333	2.3333333333333335	1.0	cluster_consensus_marker_source_support	Plasma Cell:2; Blood Cell:1	Treg:3	Treg:3	Blood Cell:3	Blood Cell:3	CD4 Naive / T Central Memory:3	CD4 T Effector Memory:1; Treg:1; CD4 Naive / T Central Memory:1	474.0	1025.9226132148387	3.4086179370430423
vaccination_study_09	Artifact/Other	leiden:0	3	Blood Cell	False	HSC	1.345545393922073	1.1003787987043918	0.24516659521768114	0.9024578450985996	0.6666666666666666	0.0	0.0	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:3	CD4 Naive / T Central Memory:2; RBC:1	Blood Cell:2; RBC:1	Blood Cell:3	Blood Cell:3	CD4 Naive / T Central Memory:3	not_available:2; CD4 Naive / T Central Memory:1	615.0	1040.294548523181	2.7427790934717917
vaccination_study_09	Artifact/Other	leiden:24	3	Blood Cell	False	RBC	0.5634459505436927	0.14351386110317232	0.4199320894405204	0.42499285510145757	0.0	0.09523809523809523	0.6666666666666666	1.0	cluster_parent_insufficient_consensus	Blood Cell:2; CD4 Naive / T Central Memory:1	RBC:1; Naive B Cell:1; CD8 Naive / T Central Memory:1	RBC:1; Blood Cell:1; CD8 Naive / T Central Memory:1	Blood Cell:3	Blood Cell:3	Naive B Cell:3	not_available:2; Memory B Cell:1	940.0	1392.0892930164782	2.0598115647345034
vaccination_study_09	B	leiden:24	2	Naive B Cell	True	Naive B Cell	1.6289908851508597	0.7157505205568937	0.913240364593966	0.913164475564447	0.5	0.21428571428571427	1.5	0.7777777777777778	cluster_consensus_marker_source_support	B Cell:1; CD4 Naive / T Central Memory:1	Memory B Cell:1; CD4 Naive / T Central Memory:1	Blood Cell:1; CD4 Naive / T Central Memory:1	CD4 Naive / T Central Memory:1; Naive B Cell:1	T Cell:1; B Cell:1	Naive B Cell:2	Memory B Cell:1; not_available:1	1242.5	1306.0090473312844	2.0110141948445843
