study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_04	B	B_lineage:9	6	Plasma Cell	True	Plasma Cell	2.4327747925023333	1.7040126426715392	0.7287621498307941	0.9993793990766668	0.3333333333333333	0.6666666666666666	4.666666666666667	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:6	Plasmablast:6	Plasma Cell:6	Plasma Cell:6	B Cell:6	Plasma Cell:6	Plasma Cell:4; Naive B Cell:2	3123.5	11825.5	9.863853454589844
vaccination_study_04	T/NK	T_NK_lineage:0	23	NK Cell	True	NK Cell	2.251165814958259	1.133897117134311	1.117268697823948	0.9988798910164232	0.3478260869565217	0.5652173913043478	3.9565217391304346	0.875	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:12; NK Cell:11	NK Cell:23	Blood Cell:23	NK Cell:17; Lymphoid Cell:2; Blood Cell:2; CD8 Cytotoxic / T Effector Memory:2	NK Cell:17; Lymphoid Cell:2; Blood Cell:2; T Cell:2	NK Cell:23	not_available:23	2890.0	6733.0	5.809189319610596
vaccination_study_04	T/NK	T_NK_lineage:1	23	NK Cell	True	NK Cell	1.9932489976698085	1.1066658330563772	0.8865831646134312	0.9966396730492696	0.0869565217391304	0.5403726708074533	3.782608695652174	0.875	cluster_consensus_marker_source_support	NK Cell:18; Blood Cell:5	NK Cell:14; Lymphoid Cell:9	Blood Cell:14; Lymphoid Cell:9	NK Cell:16; Lymphoid Cell:5; Blood Cell:2	NK Cell:16; Lymphoid Cell:5; Blood Cell:2	NK Cell:23	not_available:19; CD4 Naive / T Central Memory:2; CD4 T Effector Memory:2	2889.0	6242.0	5.405405521392822
vaccination_study_04	T/NK	T_NK_lineage:10	4	T Cell	False	NK Cell	0.9966381053291672	0.99065692878226	0.0059811765469071	0.8811851963974873	0.0	0.1071428571428571	0.75	0.875	cluster_parent_insufficient_consensus	T Cell:2; CD4 T Effector Memory:1; NK Cell:1	Lymphoid Cell:3; CD4 Naive / T Central Memory:1	Lymphoid Cell:4	Blood Cell:2; CD8 T Cell (ab):1; CD8 Naive / T Central Memory:1	T Cell:2; Blood Cell:2	NK Cell:2; Plasmacytoid DC:2	CD4 T Effector Memory:2; CD4 Naive / T Central Memory:1; not_available:1	656.5	987.0	6.503559112548828
vaccination_study_04	T/NK	T_NK_lineage:11	11	NK Cell	True	NK Cell	2.1032603467069526	1.0074468768951474	1.0958134698118052	0.9978506016801636	0.2727272727272727	0.5194805194805195	3.636363636363636	0.875	cluster_consensus_marker_source_support	NK Cell:6; Treg:2; CD8 Cytotoxic / T Effector Memory:1; CD4 T Effector Memory:1	NK Cell:9; CD4 T Cell (ab):2	Blood Cell:7; NK Cell:2; CD4 T Cell (ab):2	NK Cell:6; Lymphoid Cell:4; CD8 Cytotoxic / T Effector Memory:1	NK Cell:6; Lymphoid Cell:4; T Cell:1	NK Cell:11	not_available:9; CD4 Naive / T Central Memory:2	3617.0	9789.0	5.667431831359863
vaccination_study_04	T/NK	T_NK_lineage:12	11	NK Cell	True	NK Cell	2.2048315069476048	1.189900992823872	1.0149305141237328	0.998153333837887	0.0909090909090909	0.6493506493506493	4.545454545454546	0.875	cluster_consensus_marker_source_support	NK Cell:11	NK Cell:10; Lymphoid Cell:1	Blood Cell:10; Lymphoid Cell:1	NK Cell:9; Blood Cell:2	NK Cell:9; Blood Cell:2	NK Cell:11	not_available:11	2717.0	5892.0	5.26137113571167
vaccination_study_04	T/NK	T_NK_lineage:13	12	NK Cell	True	NK Cell	1.8695554162026573	1.525930108515063	0.3436253076875946	0.9979187164156512	0.0833333333333333	0.4761904761904762	3.333333333333333	0.875	cluster_consensus_marker_source_support	NK Cell:6; CD8 Cytotoxic / T Effector Memory:6	NK Cell:10; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:12	NK Cell:6; CD8 Cytotoxic / T Effector Memory:5; Blood Cell:1	NK Cell:6; T Cell:5; Blood Cell:1	NK Cell:12	not_available:12	2894.0	7638.0	5.242907524108887
vaccination_study_04	T/NK	T_NK_lineage:14	11	NK Cell	True	NK Cell	2.448642256101577	1.117636900297916	1.3310053558036608	0.9992128963899192	0.3636363636363636	0.6623376623376623	4.636363636363637	0.875	cluster_consensus_marker_source_support	NK Cell:11	NK Cell:11	Blood Cell:11	NK Cell:9; Blood Cell:2	NK Cell:9; Blood Cell:2	NK Cell:11	not_available:11	1910.0	3853.0	6.488450527191162
vaccination_study_04	T/NK	T_NK_lineage:15	6	NK Cell	True	NK Cell	2.699802467267085	1.25690445556865	1.4428980116984356	0.9997805191856504	0.6666666666666666	0.6666666666666666	4.666666666666667	0.875	cluster_consensus_marker_source_support	NK Cell:4; CD8 Cytotoxic / T Effector Memory:2	NK Cell:6	Blood Cell:6	NK Cell:6	NK Cell:6	NK Cell:6	not_available:6	2695.0	6017.0	4.854082107543945
vaccination_study_04	T/NK	T_NK_lineage:16	6	NK Cell	True	NK Cell	2.476316830826783	1.3412465717385116	1.1350702590882715	0.9974948913948384	0.3333333333333333	0.6904761904761906	4.833333333333333	0.875	cluster_consensus_marker_source_support	NK Cell:5; CD8 Cytotoxic / T Effector Memory:1	NK Cell:6	Blood Cell:6	NK Cell:6	NK Cell:6	NK Cell:6	not_available:6	2677.5	5672.0	7.053685665130615
vaccination_study_04	T/NK	T_NK_lineage:17	2	NK Cell	True	NK Cell	2.2565775048383085	1.6999727541058047	0.5566047507325038	0.9993718307727236	0.0	0.7142857142857143	5.0	0.875	cluster_consensus_marker_source_support	NK Cell:2	NK Cell:2	Blood Cell:2	NK Cell:2	NK Cell:2	NK Cell:2	not_available:2	2941.0	7785.0	7.32161808013916
vaccination_study_04	T/NK	T_NK_lineage:2	26	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.867634630562807	1.1986150170120502	0.6690196135507569	0.9994475138121548	0.1923076923076923	0.4285714285714285	3.0	0.6	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:17; CD8 Naive / T Central Memory:3; CD8 Cytotoxic / T Effector Memory:2; CD4 T Effector Memory:2	CD4 Naive / T Central Memory:24; CD8 Naive / T Central Memory:2	Blood Cell:22; CD8 Naive / T Central Memory:2; Lymphoid Cell:2	CD4 Naive / T Central Memory:12; Blood Cell:7; CD4 T Effector Memory:4; CD8 Cytotoxic / T Effector Memory:2	T Cell:23; Blood Cell:3	NK Cell:26	CD4 Naive / T Central Memory:25; not_available:1	1800.0	4275.0	4.257996082305908
vaccination_study_04	T/NK	T_NK_lineage:3	19	NK Cell	True	NK Cell	2.0546634807711017	1.0664048564611408	0.9882586243099608	0.9972451373647164	0.0	0.6090225563909774	4.2631578947368425	0.875	cluster_consensus_marker_source_support	NK Cell:15; Blood Cell:4	NK Cell:17; Lymphoid Cell:2	Blood Cell:13; NK Cell:4; Lymphoid Cell:2	NK Cell:13; Lymphoid Cell:6	NK Cell:13; Lymphoid Cell:6	NK Cell:19	not_available:17; CD4 Naive / T Central Memory:1; CD4 T Effector Memory:1	2673.0	6498.0	6.721778392791748
vaccination_study_04	T/NK	T_NK_lineage:4	21	NK Cell	True	NK Cell	2.6490332083790906	1.0510867724066846	1.597946435972406	0.999303716037236	0.5714285714285714	0.6802721088435373	4.761904761904762	0.875	cluster_consensus_marker_source_support	NK Cell:21	NK Cell:20; Lymphoid Cell:1	Blood Cell:20; Lymphoid Cell:1	NK Cell:19; Blood Cell:2	NK Cell:19; T Cell:1; Blood Cell:1	NK Cell:21	not_available:21	1853.0	3630.0	7.148726463317871
vaccination_study_04	T/NK	T_NK_lineage:5	20	NK Cell	True	NK Cell	2.2549504816684864	1.2594414591690002	0.9955090224994864	0.9983576780443504	0.05	0.6928571428571427	4.85	0.875	cluster_consensus_marker_source_support	NK Cell:19; CD8 Cytotoxic / T Effector Memory:1	NK Cell:20	Blood Cell:18; NK Cell:2	NK Cell:18; Lymphoid Cell:2	NK Cell:18; Lymphoid Cell:2	NK Cell:20	not_available:20	2948.0	7426.0	6.263489246368408
vaccination_study_04	T/NK	T_NK_lineage:6	18	NK Cell	True	NK Cell	2.2064311722822283	1.1069352213248376	1.0994959509573907	0.998327404828578	0.2777777777777778	0.5714285714285714	4.0	0.875	cluster_consensus_marker_source_support	NK Cell:16; CD8 Cytotoxic / T Effector Memory:2	NK Cell:18	NK Cell:16; Blood Cell:2	Lymphoid Cell:16; NK Cell:2	Lymphoid Cell:16; NK Cell:2	NK Cell:18	not_available:18	3350.5	9317.0	6.425810813903809
vaccination_study_04	T/NK	T_NK_lineage:7	17	T Cell	False	CD8 Cytotoxic / T Effector Memory	1.2141238797797176	1.1966521512108967	0.0174717285688208	0.9437977749186408	0.1764705882352941	0.1176470588235294	0.8235294117647058	0.6363636363636364	cluster_parent_insufficient_consensus	CD4 T Effector Memory:6; CD8 Cytotoxic / T Effector Memory:6; NK Cell:2; MAIT Cell:2	CD4 Naive / T Central Memory:9; NK Cell:4; MAIT Cell:2; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:13; MAIT Cell:4	Blood Cell:6; CD8 Cytotoxic / T Effector Memory:6; MAIT Cell:2; CD4 T Effector Memory:2	T Cell:10; Blood Cell:6; NK Cell:1	NK Cell:17	not_available:12; CD4 Naive / T Central Memory:5	2180.0	4877.0	8.13827896118164
vaccination_study_04	T/NK	T_NK_lineage:8	13	NK Cell	True	NK Cell	2.0670510976951606	1.2676368844203552	0.7994142132748054	0.9975781427382124	0.0	0.6153846153846155	4.307692307692308	0.875	cluster_consensus_marker_source_support	NK Cell:12; CD8 Cytotoxic / T Effector Memory:1	NK Cell:11; CD8 Cytotoxic / T Effector Memory:1; MAIT Cell:1	Blood Cell:11; MAIT Cell:2	NK Cell:10; Blood Cell:2; Lymphoid Cell:1	NK Cell:10; Blood Cell:2; Lymphoid Cell:1	NK Cell:13	not_available:13	3292.0	8240.0	5.581106185913086
vaccination_study_04	T/NK	T_NK_lineage:9	14	NK Cell	True	NK Cell	2.885108064568444	1.0692693343136088	1.8158387302548356	0.9993264209490652	0.7857142857142857	0.7142857142857142	5.0	0.875	cluster_consensus_marker_source_support	NK Cell:14	NK Cell:14	Blood Cell:14	NK Cell:14	NK Cell:14	NK Cell:14	not_available:14	2017.5	3948.0	3.376760005950928
vaccination_study_04	T/NK	leiden:23	2	T Cell	False	CD4 Naive / T Central Memory	0.7928747661934674	0.6805708663545642	0.1123038998389032	0.1270037084689321	0.0	0.3571428571428571	2.5	0.6	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:1; CD8 Cytotoxic / T Effector Memory:1	CD4 Naive / T Central Memory:2	Lymphoid Cell:2	Blood Cell:2	Blood Cell:2	Classical Monocyte:2	CD4 Naive / T Central Memory:2	523.0	674.5	1.3743619918823242
vaccination_study_04	T/NK	leiden:31	3	MAIT Cell	True	MAIT Cell	1.1435962057569564	1.0218622352445104	0.121733970512446	0.9743661545447664	0.3333333333333333	0.0	0.0	0.4285714285714285	cluster_consensus_marker_availability_warning	Blood Cell:2; Classical Monocyte:1	Lymphoid Cell:2; CD4 Naive / T Central Memory:1	Lymphoid Cell:2; Blood Cell:1	Blood Cell:2; Lymphoid Cell:1	Blood Cell:1; T Cell:1; Lymphoid Cell:1	NK Cell:3	CD4 Naive / T Central Memory:1; Treg:1; not_available:1	2082.0	4127.0	6.565064430236816
vaccination_study_04	Myeloid/DC	Myeloid_lineage:0	5886	Non-Classical Monocyte	True	Non-Classical Monocyte	2.5269394464376957	0.7922280325606282	1.7347114138770672	0.9231741466737304	0.4293238192320761	0.711907188971409	4.983350322799864	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:5872; Classical Monocyte:13; NK Cell:1	Non-Classical Monocyte:5885; Lymphoid Cell:1	Non-Classical Monocyte:5885; Lymphoid Cell:1	Non-Classical Monocyte:5833; Intermediate Monocyte:38; Blood Cell:14; Conventional DC 2:1	Monocyte:5871; Blood Cell:14; DC:1	Non-Classical Monocyte:5857; Classical Monocyte:29	not_available:5886	3052.0	8944.0	6.383870124816895
vaccination_study_04	Myeloid/DC	Myeloid_lineage:1	5457	Classical Monocyte	True	Classical Monocyte	2.3534720504243247	0.7495602845920829	1.6039117658322417	0.9122076742601984	0.2221000549752611	0.7130553155841776	4.991387209089243	1.0	cluster_consensus_marker_source_support	Classical Monocyte:5457	Classical Monocyte:5457	Classical Monocyte:5457	Classical Monocyte:5410; Blood Cell:47	Monocyte:5410; Blood Cell:47	Classical Monocyte:5457	not_available:5457	2989.0	8883.0	5.802596569061279
vaccination_study_04	Myeloid/DC	Myeloid_lineage:10	2458	Non-Classical Monocyte	True	Non-Classical Monocyte	2.254324545324002	0.7403887626512761	1.5139357826727258	0.865564217058957	0.2538649308380797	0.6695920027897246	4.687144019528072	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:2298; Classical Monocyte:160	Non-Classical Monocyte:2305; Classical Monocyte:153	Non-Classical Monocyte:2305; Classical Monocyte:153	Non-Classical Monocyte:2343; Intermediate Monocyte:66; Blood Cell:35; Classical Monocyte:14	Monocyte:2423; Blood Cell:35	Non-Classical Monocyte:2270; Classical Monocyte:188	not_available:2458	3825.0	11597.5	4.066810607910156
vaccination_study_04	Myeloid/DC	Myeloid_lineage:11	2348	Plasmacytoid DC	True	Plasmacytoid DC	2.3644797958793986	0.7967653068947249	1.5677144889846737	0.9535835919170514	0.1869676320272572	0.7140423460696034	4.998296422487223	1.0	cluster_consensus_marker_source_support	Plasmacytoid DC:2348	Plasmacytoid DC:2348	Plasmacytoid DC:2348	Plasmacytoid DC:2345; Blood Cell:3	DC:2345; Blood Cell:3	Plasmacytoid DC:2347; Plasma Cell:1	not_available:2348	3743.0	11042.5	2.2052366733551025
vaccination_study_04	Myeloid/DC	Myeloid_lineage:12	2249	Plasmacytoid DC	True	Plasmacytoid DC	2.4099887836899074	0.8164095966093998	1.5935791870805076	0.9697116476197684	0.2254335260115607	0.714158673696246	4.999110715873722	1.0	cluster_consensus_marker_source_support	Plasmacytoid DC:2249	Plasmacytoid DC:2248; Blood Cell:1	Plasmacytoid DC:2248; Blood Cell:1	Plasmacytoid DC:2249	DC:2249	Plasmacytoid DC:2249	not_available:2249	2837.0	7680.0	3.557879447937012
vaccination_study_04	Myeloid/DC	Myeloid_lineage:13	1717	Non-Classical Monocyte	True	Non-Classical Monocyte	2.2424050678305223	0.9430035623041336	1.2994015055263886	0.8344811927647015	0.1758881770529994	0.7108744487894166	4.976121141525917	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:1706; Classical Monocyte:11	Non-Classical Monocyte:1707; CD8 Cytotoxic / T Effector Memory:3; Classical Monocyte:3; Lymphoid Cell:3	Non-Classical Monocyte:1707; Blood Cell:3; Classical Monocyte:3; Lymphoid Cell:3	Non-Classical Monocyte:1714; Blood Cell:2; Intermediate Monocyte:1	Monocyte:1715; Blood Cell:2	Non-Classical Monocyte:1710; Classical Monocyte:5; Plasmacytoid DC:2	not_available:1717	3761.0	12385.0	6.592658042907715
vaccination_study_04	Myeloid/DC	Myeloid_lineage:14	1577	Conventional DC 2	True	Conventional DC 2	1.7665568586367864	0.5831983479693069	1.1833585106674795	0.8450162718534776	0.2035510462904248	0.443790198387535	3.106531388712746	1.0	cluster_consensus_marker_source_support	Conventional DC 2:1000; Classical Monocyte:569; Blood Cell:6; NK Cell:1	Conventional DC 2:1084; Classical Monocyte:455; Lymphoid Cell:25; Blood Cell:13	Blood Cell:1087; Classical Monocyte:465; Lymphoid Cell:25	Conventional DC 2:1295; Classical Monocyte:142; Blood Cell:132; Conventional DC 1:7	DC:1303; Monocyte:142; Blood Cell:130; HSC:1	Conventional DC 2:1520; Classical Monocyte:57	not_available:1577	4487.0	16104.0	4.420827865600586
vaccination_study_04	Myeloid/DC	Myeloid_lineage:15	1266	Conventional DC 2	True	Conventional DC 2	2.015573080395184	0.6359562241169684	1.3796168562782154	0.91726330129418	0.306477093206951	0.4972918077183479	3.481042654028436	1.0	cluster_consensus_marker_source_support	Conventional DC 2:910; Classical Monocyte:350; Memory B Cell:2; Blood Cell:2	Conventional DC 2:1049; Classical Monocyte:189; Lymphoid Cell:28	Blood Cell:1043; Classical Monocyte:194; Lymphoid Cell:29	Conventional DC 2:1190; Blood Cell:42; Classical Monocyte:31; Conventional DC 1:3	DC:1193; Blood Cell:42; Monocyte:31	Conventional DC 2:1258; Classical Monocyte:8	not_available:1266	3984.5	13743.0	4.479373931884766
vaccination_study_04	Myeloid/DC	Myeloid_lineage:16	1241	Non-Classical Monocyte	True	Non-Classical Monocyte	2.3798288291325007	0.6895462133994595	1.6902826157330413	0.8707485052599713	0.370668815471394	0.684010590537585	4.788074133763094	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:1164; Classical Monocyte:77	Non-Classical Monocyte:1174; Classical Monocyte:67	Non-Classical Monocyte:1174; Classical Monocyte:67	Non-Classical Monocyte:1191; Intermediate Monocyte:31; Classical Monocyte:11; Blood Cell:8	Monocyte:1233; Blood Cell:8	Non-Classical Monocyte:1239; Classical Monocyte:2	not_available:1241	3916.0	12941.0	4.043154716491699
vaccination_study_04	Myeloid/DC	Myeloid_lineage:17	1175	Conventional DC 2	True	Conventional DC 2	1.4888312896228888	0.8208048065401188	0.66802648308277	0.7668811019450541	0.1251063829787234	0.367659574468085	2.573617021276596	1.0	cluster_consensus_marker_source_support	Classical Monocyte:674; Conventional DC 2:498; Blood Cell:2; Non-Classical Monocyte:1	Conventional DC 2:595; Classical Monocyte:558; Lymphoid Cell:21; CD8 Cytotoxic / T Effector Memory:1	Blood Cell:593; Classical Monocyte:561; Lymphoid Cell:21	Conventional DC 2:813; Classical Monocyte:247; Blood Cell:111; Non-Classical Monocyte:4	DC:813; Monocyte:251; Blood Cell:111	Conventional DC 2:1118; Classical Monocyte:57	not_available:1175	4703.0	18818.0	4.306756496429443
vaccination_study_04	Myeloid/DC	Myeloid_lineage:18	1197	Non-Classical Monocyte	True	Non-Classical Monocyte	2.5718141625593103	0.9422066872825496	1.6296074752767606	0.9173238477257246	0.4945697577276524	0.7108246807494928	4.975772765246449	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:1193; Blood Cell:2; CD8 Cytotoxic / T Effector Memory:1; Classical Monocyte:1	Non-Classical Monocyte:1187; Lymphoid Cell:7; Classical Monocyte:3	Non-Classical Monocyte:1187; Lymphoid Cell:7; Classical Monocyte:3	Non-Classical Monocyte:1194; Blood Cell:2; Intermediate Monocyte:1	Monocyte:1195; Blood Cell:2	Non-Classical Monocyte:1195; Classical Monocyte:2	not_available:1197	4209.0	15332.0	5.844868183135986
vaccination_study_04	Myeloid/DC	Myeloid_lineage:19	1099	Conventional DC 1	True	Conventional DC 1	1.9932568843798384	0.9366876037389134	1.0565692806409248	0.7592219783546508	0.0009099181073703	0.6890679838814506	4.823475887170154	0.8333333333333334	cluster_consensus_marker_source_support	Conventional DC 1:1059; Classical Monocyte:22; Conventional DC 2:15; Non-Classical Monocyte:2	Conventional DC 1:1086; Conventional DC 2:6; Blood Cell:4; Classical Monocyte:2	Conventional DC 1:1086; Blood Cell:10; Classical Monocyte:2; HSC:1	Conventional DC 1:971; Blood Cell:112; Conventional DC 2:15; Classical Monocyte:1	DC:986; Blood Cell:112; Monocyte:1	Conventional DC 1:1099	not_available:1099	4361.0	17355.0	4.627410888671875
vaccination_study_04	Myeloid/DC	Myeloid_lineage:2	5421	Classical Monocyte	True	Classical Monocyte	2.0791215443466142	0.7916038383656552	1.287517705980959	0.7466737304170136	0.0909426305109758	0.7022953066118535	4.916067146282973	1.0	cluster_consensus_marker_source_support	Classical Monocyte:5417; Non-Classical Monocyte:2; Conventional DC 2:2	Classical Monocyte:5416; Lymphoid Cell:4; Non-Classical Monocyte:1	Classical Monocyte:5416; Lymphoid Cell:4; Non-Classical Monocyte:1	Classical Monocyte:4984; Blood Cell:330; Intermediate Monocyte:44; Conventional DC 2:36	Monocyte:5055; Blood Cell:326; DC:36; Myeloid Cell:4	Classical Monocyte:5417; Conventional DC 2:4	not_available:5421	3504.0	10000.0	4.179502487182617
vaccination_study_04	Myeloid/DC	Myeloid_lineage:20	1014	Classical Monocyte	True	Classical Monocyte	2.28285974154274	0.736322332081695	1.546537409461045	0.9061454628017862	0.1568047337278106	0.70625528317836	4.943786982248521	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1013; Blood Cell:1	Classical Monocyte:1005; Lymphoid Cell:5; CD4 Naive / T Central Memory:4	Classical Monocyte:1005; Lymphoid Cell:9	Classical Monocyte:976; Blood Cell:33; Intermediate Monocyte:3; Neutrophil:2	Monocyte:979; Blood Cell:33; Granulocyte:2	Classical Monocyte:1014	not_available:1014	1791.5	4082.0	6.514089584350586
vaccination_study_04	Myeloid/DC	Myeloid_lineage:21	984	Myeloid Cell	False	Classical Monocyte	1.1849072895952169	1.111834906723071	0.0730723828721457	0.4115113902974343	0.0010162601626016	0.4282810685249709	2.997967479674797	1.0	cluster_parent_insufficient_consensus	Classical Monocyte:702; Non-Classical Monocyte:255; Conventional DC 2:27	Classical Monocyte:598; Non-Classical Monocyte:365; Conventional DC 2:21	Classical Monocyte:598; Non-Classical Monocyte:365; Blood Cell:21	Intermediate Monocyte:320; Non-Classical Monocyte:257; Blood Cell:160; Classical Monocyte:150	Monocyte:727; Blood Cell:160; DC:97	Classical Monocyte:902; Non-Classical Monocyte:72; Conventional DC 2:10	not_available:984	3775.5	12917.5	5.945583343505859
vaccination_study_04	Myeloid/DC	Myeloid_lineage:22	902	Classical Monocyte	True	Classical Monocyte	1.2725087259044392	0.8462490447623344	0.4262596811421048	0.4694013471581019	0.0033259423503325	0.4459930313588849	3.1219512195121952	1.0	cluster_consensus_marker_source_support	Classical Monocyte:616; Non-Classical Monocyte:249; Conventional DC 2:12; Blood Cell:8	Classical Monocyte:526; Non-Classical Monocyte:255; Lymphoid Cell:50; CD4 Naive / T Central Memory:45	Classical Monocyte:526; Non-Classical Monocyte:255; Lymphoid Cell:99; Blood Cell:17	Classical Monocyte:341; Non-Classical Monocyte:248; Blood Cell:166; Conventional DC 2:95	Monocyte:633; Blood Cell:164; DC:103; Granulocyte:2	Classical Monocyte:807; Non-Classical Monocyte:75; Conventional DC 2:20	not_available:902	1546.0	3003.5	9.367637634277344
vaccination_study_04	Myeloid/DC	Myeloid_lineage:23	832	Classical Monocyte	True	Classical Monocyte	1.7608858720557423	0.6292016141071524	1.1316842579485902	0.6789147052145614	0.0769230769230769	0.5728021978021978	4.009615384615385	1.0	cluster_consensus_marker_source_support	Classical Monocyte:663; Conventional DC 2:168; Non-Classical Monocyte:1	Classical Monocyte:645; Conventional DC 2:180; Lymphoid Cell:4; Non-Classical Monocyte:2	Classical Monocyte:647; Blood Cell:178; Lymphoid Cell:5; Non-Classical Monocyte:2	Classical Monocyte:551; Conventional DC 2:210; Blood Cell:65; Non-Classical Monocyte:4	Monocyte:557; DC:210; Blood Cell:63; Myeloid Cell:2	Classical Monocyte:830; Conventional DC 2:2	not_available:832	4663.0	18892.5	6.155241966247559
vaccination_study_04	Myeloid/DC	Myeloid_lineage:24	774	Classical Monocyte	True	Classical Monocyte	2.145765524165673	0.7168978874318577	1.428867636733815	0.800348141981382	0.1033591731266149	0.7067183462532298	4.947028423772609	1.0	cluster_consensus_marker_source_support	Classical Monocyte:771; Non-Classical Monocyte:2; Conventional DC 2:1	Classical Monocyte:770; Non-Classical Monocyte:4	Classical Monocyte:770; Non-Classical Monocyte:4	Classical Monocyte:744; Blood Cell:13; Intermediate Monocyte:11; Conventional DC 2:5	Monocyte:756; Blood Cell:13; DC:5	Classical Monocyte:774	not_available:774	3270.5	10040.0	5.738888740539551
vaccination_study_04	Myeloid/DC	Myeloid_lineage:25	560	Non-Classical Monocyte	True	Non-Classical Monocyte	1.729061586301061	1.299607745618493	0.4294538406825683	0.7606069779762356	0.0	0.5497448979591837	3.8482142857142856	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:472; Classical Monocyte:77; Blood Cell:6; NK Cell:3	Non-Classical Monocyte:290; Lymphoid Cell:202; Classical Monocyte:61; CD4 Naive / T Central Memory:5	Non-Classical Monocyte:290; Lymphoid Cell:207; Classical Monocyte:61; Blood Cell:2	Non-Classical Monocyte:543; Blood Cell:17	Monocyte:543; Blood Cell:17	Non-Classical Monocyte:560	not_available:560	2268.0	5467.5	11.655118942260742
vaccination_study_04	Myeloid/DC	Myeloid_lineage:26	416	Plasmacytoid DC	True	Plasmacytoid DC	2.189224683399549	0.9656200769638296	1.223604606435719	0.9365927495648224	0.0745192307692307	0.6771978021978021	4.740384615384615	1.0	cluster_consensus_marker_source_support	Plasmacytoid DC:415; Non-Classical Monocyte:1	Plasmacytoid DC:367; Blood Cell:27; HSC:22	Plasmacytoid DC:367; Blood Cell:27; HSC:22	Plasmacytoid DC:407; Plasma Cell:4; Blood Cell:4; Intermediate Monocyte:1	DC:407; B Cell:4; Blood Cell:4; Monocyte:1	Plasmacytoid DC:416	not_available:416	1852.0	3651.5	8.743856430053711
vaccination_study_04	Myeloid/DC	Myeloid_lineage:27	258	Plasmacytoid DC	True	Plasmacytoid DC	1.3512316228714982	0.7890329115617283	0.56219871130977	0.7607507757511542	0.1046511627906976	0.3067552602436323	2.147286821705426	1.0	cluster_consensus_marker_source_support	Plasmacytoid DC:110; Classical Monocyte:74; Non-Classical Monocyte:36; Conventional DC 2:34	Plasmacytoid DC:112; Classical Monocyte:88; Non-Classical Monocyte:22; Conventional DC 2:15	Plasmacytoid DC:113; Classical Monocyte:90; Blood Cell:26; Non-Classical Monocyte:22	Plasmacytoid DC:98; Non-Classical Monocyte:57; Conventional DC 2:35; Blood Cell:34	DC:134; Monocyte:90; Blood Cell:34	Plasmacytoid DC:121; Classical Monocyte:105; NK Cell:16; Blood Cell:9	not_available:258	5358.0	21941.5	3.676879405975342
vaccination_study_04	Myeloid/DC	Myeloid_lineage:28	227	Classical Monocyte	True	Classical Monocyte	1.9625334309226987	0.6992856254569739	1.2632478054657248	0.6746840233103761	0.0440528634361233	0.6947765890497166	4.863436123348017	1.0	cluster_consensus_marker_source_support	Classical Monocyte:226; Non-Classical Monocyte:1	Classical Monocyte:227	Classical Monocyte:227	Classical Monocyte:197; Blood Cell:16; Intermediate Monocyte:12; Non-Classical Monocyte:2	Monocyte:211; Blood Cell:16	Classical Monocyte:227	not_available:227	3486.0	10104.0	3.978051900863648
vaccination_study_04	Myeloid/DC	Myeloid_lineage:29	205	Plasmacytoid DC	True	Plasmacytoid DC	2.421566032397087	0.7754590176341483	1.6461070147629389	0.9702262922878984	0.2390243902439024	0.7142857142857141	5.0	1.0	cluster_consensus_marker_source_support	Plasmacytoid DC:205	Plasmacytoid DC:205	Plasmacytoid DC:205	Plasmacytoid DC:205	DC:205	Plasmacytoid DC:205	not_available:205	4450.0	16020.0	3.3584952354431152
